발생년도,사고타입,가해측,피해측,주야코드,가해법규위반
2020,01,01,12,2,01 
2020,01,01,12,2,03 
2020,02,01,08,2,03 
2020,02,01,05,2,04 
2020,01,05,12,2,01 
2020,01,01,12,2,05 
2020,01,03,12,1,07 
2020,02,07,01,2,03 
2020,01,03,12,2,05 
2020,02,01,01,1,02 
2020,01,01,12,1,01 
2020,02,05,01,2,03 
2020,01,01,12,2,07 
2020,01,01,12,2,05 
2020,02,01,05,2,03 
2020,01,03,12,1,05 
2020,03,01,##,2,05 
2020,02,08,05,2,04 
