발생년도,가해자,피해자,법규위반
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,과속
2017,승용차,보행자,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,승용차,없음,안전운전 의무 불이행
2017,이륜차,보행자,안전운전 의무 불이행
2017,자전거,승합차,기타
2017,승용차,보행자,안전운전 의무 불이행
2017,자전거,보행자,안전운전 의무 불이행
2017,승용차,자전거,안전운전 의무 불이행
2017,이륜차,승용차,안전운전 의무 불이행
2017,승합차,이륜차,신호위반
2017,승용차,화물차,안전운전 의무 불이행
2017,화물차,보행자,보행자 보호의무 위반
2017,이륜차,보행자,과속
2017,승용차,화물차,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,자전거,신호위반
2017,승용차,자전거,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,화물차,보행자,신호위반
2017,승용차,보행자,안전운전 의무 불이행
2017,이륜차,없음,안전운전 의무 불이행
2017,이륜차,승용차,신호위반
2017,승용차,보행자,보행자 보호의무 위반
2017,승용차,화물차,안전운전 의무 불이행
2017,이륜차,보행자,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,승합차,없음,안전운전 의무 불이행
2017,화물차,자전거,안전운전 의무 불이행
2017,승용차,승용차,중앙선침범
2017,이륜차,화물차,중앙선침범
2017,이륜차,보행자,과속
2017,화물차,보행자,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,자전거,없음,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,건설기계,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,승합차,보행자,신호위반
2017,승용차,승합차,신호위반
2017,건설기계,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,원동기장치자전거,없음,안전운전 의무 불이행
2017,원동기장치자전거,승합차,신호위반
2017,승용차,없음,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,이륜차,승용차,중앙선침범
2017,화물차,원동기장치자전거,신호위반
2017,승용차,보행자,기타
2017,승용차,원동기장치자전거,신호위반
2017,승용차,보행자,안전운전 의무 불이행
2017,화물차,보행자,보행자 보호의무 위반
2017,건설기계,보행자,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,자전거,승합차,안전운전 의무 불이행
2017,원동기장치자전거,화물차,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,이륜차,화물차,안전운전 의무 불이행
2017,승용차,이륜차,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,과속
2017,승용차,승용차,과속
2017,화물차,자전거,안전운전 의무 불이행
2017,이륜차,없음,안전운전 의무 불이행
2017,승용차,이륜차,신호위반
2017,승용차,보행자,안전운전 의무 불이행
2017,이륜차,승용차,신호위반
2017,이륜차,승용차,신호위반
2017,화물차,화물차,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,신호위반
2017,승용차,이륜차,과속
2017,승용차,이륜차,안전운전 의무 불이행
2017,승용차,보행자,과속
2017,승용차,승용차,안전운전 의무 불이행
2017,승합차,이륜차,신호위반
2017,원동기장치자전거,승합차,중앙선침범
2017,승용차,보행자,과속
2017,자전거,보행자,보행자 보호의무 위반
2017,자전거,건설기계,안전운전 의무 불이행
2017,승용차,화물차,안전운전 의무 불이행
2017,승용차,보행자,과속
2017,화물차,승용차,안전거리미확보
2017,자전거,승용차,안전운전 의무 불이행
2017,원동기장치자전거,자전거,안전운전 의무 불이행
2017,이륜차,원동기장치자전거,신호위반
2017,화물차,보행자,안전운전 의무 불이행
2017,화물차,보행자,신호위반
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,자전거,화물차,기타
2017,자전거,보행자,기타
2017,승합차,보행자,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,자전거,승합차,중앙선침범
2017,승용차,승용차,안전운전 의무 불이행
2017,승용차,보행자,신호위반
2017,승용차,승용차,안전운전 의무 불이행
2017,승용차,승용차,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,이륜차,화물차,안전운전 의무 불이행
2017,승합차,자전거,안전운전 의무 불이행
2017,승용차,이륜차,신호위반
2017,승합차,보행자,안전운전 의무 불이행
2017,승용차,승용차,신호위반
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,건설기계,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,건설기계,보행자,신호위반
2017,이륜차,승용차,안전운전 의무 불이행
2017,승용차,보행자,과속
2017,특수차,보행자,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,승용차,없음,안전운전 의무 불이행
2017,승용차,보행자,과속
2017,승용차,이륜차,기타
2017,승용차,보행자,신호위반
2017,승용차,없음,안전운전 의무 불이행
2017,승용차,승합차,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승합차,승용차,안전운전 의무 불이행
2017,승용차,보행자,보행자 보호의무 위반
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,승용차,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,과속
2017,건설기계,이륜차,안전거리미확보
2017,이륜차,승합차,안전운전 의무 불이행
2017,승용차,보행자,신호위반
2017,승용차,없음,안전운전 의무 불이행
2017,이륜차,없음,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,원동기장치자전거,화물차,신호위반
2017,승용차,보행자,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,승용차,자전거,안전운전 의무 불이행
2017,승용차,보행자,보행자 보호의무 위반
2017,자전거,승용차,안전운전 의무 불이행
2017,승용차,승용차,안전운전 의무 불이행
2017,원동기장치자전거,없음,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,없음,안전운전 의무 불이행
2017,승용차,화물차,안전거리미확보
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,이륜차,없음,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,이륜차,승용차,안전운전 의무 불이행
2017,승용차,이륜차,안전운전 의무 불이행
2017,승합차,보행자,안전운전 의무 불이행
2017,승용차,원동기장치자전거,안전운전 의무 불이행
2017,승용차,없음,안전운전 의무 불이행
2017,이륜차,없음,안전운전 의무 불이행
2017,승용차,이륜차,중앙선침범
2017,승용차,보행자,과속
2017,자전거,승합차,기타
2017,원동기장치자전거,승용차,중앙선침범
2017,승용차,보행자,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,이륜차,승용차,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,원동기장치자전거,없음,안전운전 의무 불이행
2017,개인형이동수단,승용차,안전거리미확보
2017,승용차,자전거,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,원동기장치자전거,건설기계,안전운전 의무 불이행
2017,화물차,보행자,안전운전 의무 불이행
2017,이륜차,이륜차,신호위반
2017,승용차,원동기장치자전거,신호위반
2017,승용차,승용차,신호위반
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,승용차,안전운전 의무 불이행
2017,승합차,보행자,기타
2017,건설기계,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,보행자,안전운전 의무 불이행
2017,승용차,승합차,신호위반
2017,이륜차,없음,안전운전 의무 불이행
2017,승합차,보행자,기타
2017,승용차,보행자,신호위반
2017,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,신호위반
2018,화물차,승용차,신호위반
2018,이륜차,승용차,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,보행자,기타
2018,승용차,기타,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,이륜차,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,이륜차,이륜차,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,자전거,화물차,신호위반
2018,승용차,건설기계,과속
2018,화물차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,없음,안전운전 의무 불이행
2018,승용차,보행자,신호위반
2018,이륜차,보행자,안전운전 의무 불이행
2018,승용차,이륜차,안전운전 의무 불이행
2018,이륜차,없음,안전운전 의무 불이행
2018,이륜차,없음,안전운전 의무 불이행
2018,승용차,보행자,보행자 보호의무 위반
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,자전거,신호위반
2018,승용차,보행자,안전운전 의무 불이행
2018,화물차,보행자,보행자 보호의무 위반
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,이륜차,승용차,중앙선침범
2018,이륜차,없음,안전운전 의무 불이행
2018,자전거,자전거,안전운전 의무 불이행
2018,이륜차,없음,안전운전 의무 불이행
2018,화물차,보행자,보행자 보호의무 위반
2018,승용차,보행자,과속
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,화물차,보행자,안전운전 의무 불이행
2018,화물차,자전거,교차로 통행방법 위반
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,이륜차,기타
2018,화물차,이륜차,중앙선침범
2018,화물차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,자전거,화물차,안전거리미확보
2018,승용차,보행자,보행자 보호의무 위반
2018,승용차,보행자,안전운전 의무 불이행
2018,화물차,자전거,안전운전 의무 불이행
2018,이륜차,보행자,보행자 보호의무 위반
2018,승용차,보행자,안전운전 의무 불이행
2018,화물차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,이륜차,이륜차,신호위반
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,이륜차,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,이륜차,보행자,안전운전 의무 불이행
2018,건설기계,보행자,보행자 보호의무 위반
2018,승용차,이륜차,신호위반
2018,화물차,보행자,신호위반
2018,승용차,보행자,과속
2018,승용차,없음,안전운전 의무 불이행
2018,이륜차,없음,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,자전거,승용차,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,건설기계,보행자,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,원동기장치자전거,승용차,신호위반
2018,승용차,보행자,안전운전 의무 불이행
2018,자전거,승용차,기타
2018,화물차,보행자,안전운전 의무 불이행
2018,원동기장치자전거,없음,안전운전 의무 불이행
2018,화물차,보행자,안전운전 의무 불이행
2018,승합차,이륜차,신호위반
2018,이륜차,승합차,신호위반
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,이륜차,승용차,중앙선침범
2018,승용차,보행자,안전운전 의무 불이행
2018,승합차,보행자,기타
2018,승용차,보행자,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승합차,원동기장치자전거,과속
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,보행자,과속
2018,승용차,이륜차,중앙선침범
2018,자전거,승용차,안전운전 의무 불이행
2018,이륜차,없음,안전운전 의무 불이행
2018,승용차,없음,안전운전 의무 불이행
2018,건설기계,보행자,신호위반
2018,승용차,없음,안전운전 의무 불이행
2018,이륜차,건설기계,신호위반
2018,승용차,승용차,안전운전 의무 불이행
2018,승용차,승용차,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,자전거,승용차,안전거리미확보
2018,이륜차,승용차,신호위반
2018,승용차,보행자,안전운전 의무 불이행
2018,화물차,보행자,안전운전 의무 불이행
2018,이륜차,승합차,신호위반
2018,승합차,보행자,신호위반
2018,특수차,보행자,안전운전 의무 불이행
2018,화물차,자전거,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,건설기계,보행자,보행자 보호의무 위반
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,이륜차,없음,안전운전 의무 불이행
2018,승용차,자전거,신호위반
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,없음,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,건설기계,보행자,신호위반
2018,승합차,보행자,보행자 보호의무 위반
2018,건설기계,보행자,안전운전 의무 불이행
2018,승용차,보행자,과속
2018,승용차,보행자,과속
2018,자전거,승용차,안전운전 의무 불이행
2018,승합차,보행자,신호위반
2018,승용차,보행자,신호위반
2018,화물차,보행자,과속
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,없음,안전운전 의무 불이행
2018,승용차,원동기장치자전거,중앙선침범
2018,자전거,승용차,안전운전 의무 불이행
2018,화물차,화물차,안전운전 의무 불이행
2018,건설기계,자전거,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,자전거,승용차,안전운전 의무 불이행
2018,화물차,보행자,신호위반
2018,승용차,보행자,기타
2018,자전거,승용차,안전운전 의무 불이행
2018,승용차,승합차,중앙선침범
2018,이륜차,승합차,신호위반
2018,화물차,보행자,안전운전 의무 불이행
2018,화물차,보행자,보행자 보호의무 위반
2018,화물차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,보행자,신호위반
2018,이륜차,보행자,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,화물차,보행자,기타
2018,승용차,보행자,안전운전 의무 불이행
2018,승합차,보행자,보행자 보호의무 위반
2018,이륜차,보행자,안전운전 의무 불이행
2018,화물차,보행자,안전운전 의무 불이행
2018,이륜차,보행자,신호위반
2018,자전거,없음,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,보행자 보호의무 위반
2018,승용차,승용차,신호위반
2018,승용차,특수차,안전운전 의무 불이행
2018,이륜차,승합차,신호위반
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,화물차,승용차,안전운전 의무 불이행
2018,승용차,건설기계,안전운전 의무 불이행
2018,승용차,없음,안전운전 의무 불이행
2018,화물차,보행자,기타
2018,승용차,보행자,과속
2018,승합차,보행자,안전운전 의무 불이행
2018,승합차,자전거,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승합차,승용차,안전거리미확보
2018,승용차,승용차,신호위반
2018,이륜차,화물차,신호위반
2018,자전거,화물차,안전운전 의무 불이행
2018,화물차,보행자,안전운전 의무 불이행
2018,승용차,보행자,신호위반
2018,승용차,보행자,안전운전 의무 불이행
2018,화물차,불명,안전운전 의무 불이행
2018,승용차,보행자,보행자 보호의무 위반
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,보행자 보호의무 위반
2018,건설기계,자전거,안전운전 의무 불이행
2018,승용차,자전거,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,건설기계,보행자,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,화물차,기타
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,승합차,신호위반
2018,승용차,보행자,신호위반
2018,화물차,자전거,안전운전 의무 불이행
2018,화물차,승용차,안전운전 의무 불이행
2018,원동기장치자전거,승합차,중앙선침범
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,승용차,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,승용차,안전운전 의무 불이행
2018,승용차,화물차,안전운전 의무 불이행
2018,건설기계,이륜차,안전거리미확보
2018,원동기장치자전거,승용차,안전거리미확보
2018,승용차,보행자,기타
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,화물차,승용차,안전운전 의무 불이행
2018,승용차,승합차,신호위반
2018,승용차,원동기장치자전거,신호위반
2018,승용차,보행자,안전운전 의무 불이행
2018,이륜차,없음,안전운전 의무 불이행
2018,승용차,보행자,신호위반
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,승합차,안전운전 의무 불이행
2018,승용차,보행자,과속
2018,승합차,승합차,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,화물차,보행자,안전운전 의무 불이행
2018,화물차,화물차,안전운전 의무 불이행
2018,이륜차,승합차,신호위반
2018,승용차,보행자,안전운전 의무 불이행
2018,이륜차,승합차,중앙선침범
2018,화물차,화물차,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,과속
2018,승용차,승용차,중앙선침범
2018,승용차,보행자,안전운전 의무 불이행
2018,건설기계,보행자,안전운전 의무 불이행
2018,승용차,승합차,신호위반
2018,승용차,승용차,안전운전 의무 불이행
2018,이륜차,없음,안전운전 의무 불이행
2018,승용차,건설기계,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,이륜차,안전운전 의무 불이행
2018,이륜차,승용차,안전운전 의무 불이행
2018,승용차,화물차,안전운전 의무 불이행
2018,이륜차,없음,안전운전 의무 불이행
2018,이륜차,없음,안전운전 의무 불이행
2018,건설기계,보행자,보행자 보호의무 위반
2018,승용차,보행자,신호위반
2018,승용차,보행자,안전운전 의무 불이행
2018,건설기계,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,과속
2018,화물차,보행자,안전운전 의무 불이행
2018,특수차,보행자,보행자 보호의무 위반
2018,승합차,보행자,안전운전 의무 불이행
2018,자전거,보행자,신호위반
2018,화물차,보행자,중앙선침범
2018,이륜차,승용차,신호위반
2018,승용차,승용차,중앙선침범
2018,건설기계,승용차,교차로 통행방법 위반
2018,승용차,보행자,안전운전 의무 불이행
2018,자전거,건설기계,안전거리미확보
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,이륜차,없음,과속
2018,화물차,없음,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,기타
2018,이륜차,승용차,기타
2018,화물차,보행자,신호위반
2018,승용차,없음,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,안전운전 의무 불이행
2018,자전거,승용차,안전운전 의무 불이행
2018,자전거,건설기계,안전운전 의무 불이행
2018,승합차,보행자,안전운전 의무 불이행
2018,승용차,승용차,중앙선침범
2018,승용차,승합차,중앙선침범
2018,승용차,승용차,신호위반
2018,승용차,보행자,신호위반
2018,승용차,보행자,안전운전 의무 불이행
2018,자전거,없음,안전운전 의무 불이행
2018,승합차,보행자,신호위반
2018,화물차,보행자,안전운전 의무 불이행
2018,승합차,보행자,보행자 보호의무 위반
2018,승합차,없음,기타
2018,건설기계,보행자,보행자 보호의무 위반
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,신호위반
2018,승용차,보행자,안전운전 의무 불이행
2018,승용차,보행자,과속
2018,화물차,보행자,안전운전 의무 불이행
2018,건설기계,보행자,안전운전 의무 불이행
2018,화물차,보행자,보행자 보호의무 위반
2018,승용차,보행자,신호위반
2018,승용차,없음,안전운전 의무 불이행
2019,화물차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,이륜차,안전운전 의무 불이행
2019,이륜차,보행자,안전운전 의무 불이행
2019,자전거,화물차,안전운전 의무 불이행
2019,이륜차,승합차,안전운전 의무 불이행
2019,건설기계,보행자,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,화물차,보행자,안전운전 의무 불이행
2019,승용차,승합차,신호위반
2019,승합차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,보행자,과속
2019,화물차,보행자,안전운전 의무 불이행
2019,승용차,없음,안전운전 의무 불이행
2019,이륜차,화물차,안전거리미확보
2019,승용차,보행자,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,승용차,보행자,기타
2019,이륜차,없음,안전운전 의무 불이행
2019,화물차,없음,안전운전 의무 불이행
2019,승용차,없음,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,화물차,보행자,안전운전 의무 불이행
2019,이륜차,없음,안전운전 의무 불이행
2019,승용차,보행자,신호위반
2019,승용차,보행자,보행자 보호의무 위반
2019,원동기장치자전거,승용차,안전운전 의무 불이행
2019,이륜차,보행자,신호위반
2019,화물차,보행자,안전운전 의무 불이행
2019,승용차,자전거,기타
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,없음,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,보행자,안전운전 의무 불이행
2019,이륜차,승용차,신호위반
2019,이륜차,없음,안전운전 의무 불이행
2019,승용차,보행자,과속
2019,이륜차,승용차,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,이륜차,신호위반
2019,자전거,없음,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,승용차,신호위반
2019,승용차,이륜차,신호위반
2019,승용차,자전거,안전운전 의무 불이행
2019,승용차,이륜차,중앙선침범
2019,승용차,보행자,과속
2019,승용차,보행자,보행자 보호의무 위반
2019,건설기계,자전거,안전운전 의무 불이행
2019,이륜차,없음,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,승용차,보행자,보행자 보호의무 위반
2019,건설기계,없음,안전운전 의무 불이행
2019,화물차,보행자,안전운전 의무 불이행
2019,사륜오토바이,없음,안전운전 의무 불이행
2019,이륜차,없음,안전운전 의무 불이행
2019,이륜차,없음,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,화물차,보행자,보행자 보호의무 위반
2019,이륜차,승합차,신호위반
2019,화물차,보행자,안전운전 의무 불이행
2019,자전거,화물차,기타
2019,화물차,보행자,안전운전 의무 불이행
2019,원동기장치자전거,승용차,기타
2019,승용차,이륜차,신호위반
2019,승용차,승용차,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,승용차,이륜차,안전운전 의무 불이행
2019,건설기계,보행자,안전운전 의무 불이행
2019,자전거,화물차,안전운전 의무 불이행
2019,화물차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,건설기계,이륜차,안전거리미확보
2019,승용차,없음,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,없음,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,승용차,중앙선침범
2019,건설기계,보행자,신호위반
2019,승용차,보행자,안전운전 의무 불이행
2019,개인형이동수단,없음,안전운전 의무 불이행
2019,승용차,보행자,과속
2019,화물차,이륜차,신호위반
2019,승용차,보행자,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,화물차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,화물차,이륜차,안전거리미확보
2019,승용차,보행자,과속
2019,승용차,보행자,안전운전 의무 불이행
2019,승합차,보행자,안전운전 의무 불이행
2019,승용차,보행자,기타
2019,승합차,자전거,신호위반
2019,이륜차,승합차,신호위반
2019,승용차,보행자,안전운전 의무 불이행
2019,화물차,보행자,안전운전 의무 불이행
2019,이륜차,승용차,안전거리미확보
2019,승용차,보행자,과속
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,승용차,과속
2019,승합차,보행자,안전운전 의무 불이행
2019,승합차,원동기장치자전거,신호위반
2019,이륜차,승합차,신호위반
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,승용차,안전거리미확보
2019,승용차,이륜차,신호위반
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,보행자,과속
2019,승용차,없음,기타
2019,승용차,이륜차,신호위반
2019,승용차,보행자,신호위반
2019,승합차,자전거,안전거리미확보
2019,승용차,보행자,과속
2019,화물차,보행자,보행자 보호의무 위반
2019,승용차,보행자,과속
2019,승용차,승용차,신호위반
2019,승용차,없음,안전운전 의무 불이행
2019,화물차,보행자,안전운전 의무 불이행
2019,승합차,없음,안전운전 의무 불이행
2019,이륜차,승용차,과속
2019,승용차,보행자,안전운전 의무 불이행
2019,승합차,없음,안전운전 의무 불이행
2019,건설기계,보행자,보행자 보호의무 위반
2019,화물차,자전거,안전운전 의무 불이행
2019,승용차,보행자,과속
2019,승용차,보행자,신호위반
2019,승용차,승용차,과속
2019,승용차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,이륜차,없음,안전운전 의무 불이행
2019,승용차,이륜차,안전거리미확보
2019,화물차,보행자,안전운전 의무 불이행
2019,승용차,보행자,안전운전 의무 불이행
2019,화물차,이륜차,안전운전 의무 불이행
2019,승용차,이륜차,신호위반
2019,화물차,보행자,안전운전 의무 불이행
