발생년도,가해자,피해자,법규위반
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,이륜차,승용차,중앙선침범
2012,화물차,보행자,안전운전 의무 불이행
2012,화물차,보행자,신호위반
2012,이륜차,승용차,중앙선침범
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,화물차,안전운전 의무 불이행
2012,승합차,승용차,신호위반
2012,화물차,보행자,신호위반
2012,승합차,보행자,보행자 보호의무 위반
2012,승용차,승용차,중앙선침범
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,승용차,중앙선침범
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,없음,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,화물차,없음,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,이륜차,신호위반
2012,승용차,없음,안전운전 의무 불이행
2012,승용차,원동기장치자전거,중앙선침범
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,원동기장치자전거,중앙선침범
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,이륜차,보행자,안전운전 의무 불이행
2012,이륜차,승용차,교차로 통행방법 위반
2012,승용차,없음,안전운전 의무 불이행
2012,자전거,화물차,중앙선침범
2012,이륜차,승용차,신호위반
2012,자전거,보행자,안전운전 의무 불이행
2012,화물차,원동기장치자전거,안전운전 의무 불이행
2012,이륜차,승용차,중앙선침범
2012,이륜차,보행자,안전운전 의무 불이행
2012,자전거,보행자,신호위반
2012,이륜차,보행자,안전운전 의무 불이행
2012,이륜차,승용차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,자전거,승용차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,보행자,안전운전 의무 불이행
2012,자전거,화물차,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,승용차,기타
2012,원동기장치자전거,없음,안전운전 의무 불이행
2012,승용차,보행자,신호위반
2012,승용차,보행자,기타
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,이륜차,승합차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,없음,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,건설기계,자전거,안전운전 의무 불이행
2012,이륜차,승용차,신호위반
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,승용차,기타
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,화물차,자전거,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,기타
2012,승합차,보행자,안전운전 의무 불이행
2012,승합차,보행자,신호위반
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,이륜차,안전운전 의무 불이행
2012,승합차,이륜차,안전운전 의무 불이행
2012,이륜차,없음,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,원동기장치자전거,승용차,신호위반
2012,원동기장치자전거,승용차,신호위반
2012,승합차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승합차,보행자,과속
2012,승합차,보행자,안전운전 의무 불이행
2012,이륜차,없음,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,이륜차,없음,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,승용차,승합차,신호위반
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,원동기장치자전거,교차로 통행방법 위반
2012,승용차,보행자,안전운전 의무 불이행
2012,원동기장치자전거,승합차,중앙선침범
2012,승용차,승합차,안전운전 의무 불이행
2012,화물차,보행자,보행자 보호의무 위반
2012,원동기장치자전거,승용차,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,승용차,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,화물차,보행자,보행자 보호의무 위반
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,신호위반
2012,이륜차,없음,안전운전 의무 불이행
2012,승용차,승용차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,이륜차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,승용차,안전운전 의무 불이행
2012,화물차,승용차,안전운전 의무 불이행
2012,승용차,이륜차,신호위반
2012,화물차,없음,안전운전 의무 불이행
2012,화물차,이륜차,신호위반
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,자전거,안전운전 의무 불이행
2012,승용차,이륜차,안전운전 의무 불이행
2012,건설기계,화물차,신호위반
2012,승용차,자전거,신호위반
2012,자전거,승용차,신호위반
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,없음,안전운전 의무 불이행
2012,화물차,원동기장치자전거,안전운전 의무 불이행
2012,건설기계,보행자,보행자 보호의무 위반
2012,승용차,보행자,신호위반
2012,이륜차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,보행자,기타
2012,원동기장치자전거,없음,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,승용차,자전거,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,승용차,중앙선침범
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,없음,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,신호위반
2012,승용차,없음,안전운전 의무 불이행
2012,승용차,이륜차,신호위반
2012,화물차,보행자,보행자 보호의무 위반
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,승용차,안전운전 의무 불이행
2012,승용차,승용차,과속
2012,건설기계,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,화물차,화물차,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,원동기장치자전거,원동기장치자전거,중앙선침범
2012,승용차,화물차,안전운전 의무 불이행
2012,원동기장치자전거,없음,안전운전 의무 불이행
2012,이륜차,승합차,신호위반
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,화물차,보행자,기타
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,이륜차,신호위반
2012,화물차,보행자,안전운전 의무 불이행
2012,승합차,자전거,안전운전 의무 불이행
2012,승용차,화물차,안전거리미확보
2012,승합차,보행자,신호위반
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,승용차,안전운전 의무 불이행
2012,승용차,보행자,기타
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,화물차,보행자,기타
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,이륜차,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,원동기장치자전거,보행자,중앙선침범
2012,원동기장치자전거,승용차,중앙선침범
2012,승용차,승용차,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,승용차,중앙선침범
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,승합차,안전거리미확보
2012,자전거,승용차,중앙선침범
2012,이륜차,없음,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,화물차,이륜차,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,원동기장치자전거,건설기계,신호위반
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,승용차,안전운전 의무 불이행
2012,승용차,승합차,중앙선침범
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,이륜차,교차로 통행방법 위반
2012,건설기계,승용차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,화물차,없음,안전운전 의무 불이행
2012,이륜차,승합차,신호위반
2012,화물차,보행자,보행자 보호의무 위반
2012,화물차,보행자,보행자 보호의무 위반
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,승용차,이륜차,안전거리미확보
2012,승용차,보행자,과속
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,승합차,중앙선침범
2012,건설기계,자전거,안전운전 의무 불이행
2012,원동기장치자전거,없음,안전운전 의무 불이행
2012,화물차,없음,기타
2012,자전거,화물차,기타
2012,이륜차,없음,안전운전 의무 불이행
2012,이륜차,보행자,안전운전 의무 불이행
2012,승용차,보행자,보행자 보호의무 위반
2012,화물차,보행자,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,화물차,없음,안전운전 의무 불이행
2012,승용차,승용차,안전운전 의무 불이행
2012,화물차,보행자,신호위반
2012,승용차,승용차,안전운전 의무 불이행
2012,승용차,보행자,신호위반
2012,자전거,승용차,신호위반
2012,원동기장치자전거,승용차,안전운전 의무 불이행
2012,자전거,승용차,중앙선침범
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,승용차,과속
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,이륜차,안전운전 의무 불이행
2012,이륜차,이륜차,안전거리미확보
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,보행자,신호위반
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,원동기장치자전거,없음,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,승용차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,기타
2012,승합차,보행자,안전운전 의무 불이행
2012,화물차,없음,안전운전 의무 불이행
2012,승용차,화물차,안전거리미확보
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,특수차,원동기장치자전거,중앙선침범
2012,원동기장치자전거,승용차,신호위반
2012,승용차,승용차,안전운전 의무 불이행
2012,승용차,보행자,과속
2012,승용차,보행자,안전운전 의무 불이행
2012,원동기장치자전거,보행자,안전운전 의무 불이행
2012,자전거,승용차,중앙선침범
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,보행자,기타
2012,이륜차,승용차,중앙선침범
2012,이륜차,승용차,안전운전 의무 불이행
2012,승용차,보행자,과속
2012,화물차,보행자,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,화물차,없음,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,승용차,중앙선침범
2012,승합차,보행자,안전운전 의무 불이행
2012,화물차,없음,안전운전 의무 불이행
2012,승용차,이륜차,신호위반
2012,승용차,보행자,과속
2012,승용차,화물차,신호위반
2012,승용차,화물차,안전운전 의무 불이행
2012,승합차,자전거,안전운전 의무 불이행
2012,승용차,자전거,신호위반
2012,화물차,화물차,안전운전 의무 불이행
2012,승용차,보행자,신호위반
2012,화물차,자전거,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,승용차,중앙선침범
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,승용차,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,승합차,신호위반
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,승용차,승용차,안전운전 의무 불이행
2012,승용차,보행자,신호위반
2012,승용차,화물차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,건설기계,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,승합차,승용차,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,승용차,안전운전 의무 불이행
2012,자전거,승합차,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승합차,보행자,보행자 보호의무 위반
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,과속
2012,승용차,화물차,중앙선침범
2012,승용차,없음,안전운전 의무 불이행
2012,원동기장치자전거,보행자,안전운전 의무 불이행
2012,자전거,승용차,중앙선침범
2012,원동기장치자전거,승용차,신호위반
2012,화물차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,신호위반
2012,승합차,보행자,안전운전 의무 불이행
2012,불명,승용차,안전운전 의무 불이행
2012,승용차,화물차,안전운전 의무 불이행
2012,자전거,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,건설기계,보행자,안전운전 의무 불이행
2012,승용차,이륜차,안전거리미확보
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,기타
2012,승합차,보행자,보행자 보호의무 위반
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,과속
2012,건설기계,보행자,안전운전 의무 불이행
2012,이륜차,보행자,안전운전 의무 불이행
2012,화물차,보행자,신호위반
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,보행자 보호의무 위반
2012,승용차,보행자,안전운전 의무 불이행
2012,자전거,자전거,안전운전 의무 불이행
2012,이륜차,승합차,신호위반
2012,승합차,보행자,신호위반
2012,승용차,화물차,안전거리미확보
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,화물차,화물차,안전운전 의무 불이행
2012,이륜차,화물차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,과속
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,자전거,승용차,안전운전 의무 불이행
2012,이륜차,화물차,안전운전 의무 불이행
2012,승용차,승합차,안전운전 의무 불이행
2012,승용차,보행자,보행자 보호의무 위반
2012,승용차,농기계,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,승용차,중앙선침범
2012,자전거,승용차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,이륜차,없음,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,이륜차,보행자,중앙선침범
2012,이륜차,없음,안전운전 의무 불이행
2012,승합차,보행자,안전운전 의무 불이행
2012,승용차,이륜차,신호위반
2012,자전거,승용차,안전운전 의무 불이행
2012,이륜차,없음,안전운전 의무 불이행
2012,승용차,보행자,보행자 보호의무 위반
2012,화물차,보행자,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,승합차,안전운전 의무 불이행
2012,승용차,없음,안전운전 의무 불이행
2012,자전거,승합차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,화물차,보행자,안전운전 의무 불이행
2012,이륜차,없음,안전운전 의무 불이행
2012,승용차,승합차,신호위반
2012,화물차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,승용차,안전거리미확보
2012,승용차,승합차,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,승용차,보행자,안전운전 의무 불이행
2012,화물차,보행자,신호위반
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승합차,없음,안전운전 의무 불이행
2013,이륜차,없음,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,보행자,신호위반
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,화물차,보행자,기타
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,이륜차,승합차,안전거리미확보
2013,승용차,보행자,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,승용차,안전거리미확보
2013,이륜차,없음,안전운전 의무 불이행
2013,승용차,보행자,보행자 보호의무 위반
2013,승용차,보행자,기타
2013,이륜차,보행자,안전운전 의무 불이행
2013,승용차,승합차,중앙선침범
2013,원동기장치자전거,없음,안전운전 의무 불이행
2013,이륜차,없음,기타
2013,승용차,보행자,중앙선침범
2013,이륜차,없음,과속
2013,승용차,이륜차,안전거리미확보
2013,이륜차,이륜차,기타
2013,승합차,없음,기타
2013,승용차,화물차,안전거리미확보
2013,승용차,보행자,안전운전 의무 불이행
2013,원동기장치자전거,없음,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승합차,보행자,신호위반
2013,승용차,보행자,보행자 보호의무 위반
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,화물차,안전운전 의무 불이행
2013,승용차,없음,안전운전 의무 불이행
2013,이륜차,없음,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,이륜차,신호위반
2013,이륜차,승합차,중앙선침범
2013,화물차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,화물차,자전거,교차로 통행방법 위반
2013,화물차,자전거,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,보행자 보호의무 위반
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,이륜차,화물차,신호위반
2013,화물차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,이륜차,보행자,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,이륜차,없음,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,건설기계,보행자,신호위반
2013,승합차,보행자,보행자 보호의무 위반
2013,승용차,보행자,안전운전 의무 불이행
2013,화물차,보행자,신호위반
2013,승합차,보행자,안전운전 의무 불이행
2013,화물차,보행자,신호위반
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,원동기장치자전거,기타
2013,승용차,보행자,보행자 보호의무 위반
2013,자전거,승용차,신호위반
2013,화물차,보행자,보행자 보호의무 위반
2013,승용차,보행자,안전운전 의무 불이행
2013,자전거,승용차,신호위반
2013,승합차,보행자,안전운전 의무 불이행
2013,원동기장치자전거,승용차,신호위반
2013,승합차,보행자,안전운전 의무 불이행
2013,화물차,보행자,안전운전 의무 불이행
2013,이륜차,없음,안전운전 의무 불이행
2013,불명,이륜차,중앙선침범
2013,승합차,보행자,안전운전 의무 불이행
2013,이륜차,보행자,안전운전 의무 불이행
2013,이륜차,승용차,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,건설기계,보행자,중앙선침범
2013,승합차,보행자,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,승합차,안전운전 의무 불이행
2013,이륜차,없음,안전운전 의무 불이행
2013,승용차,보행자,과속
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,특수차,보행자,안전운전 의무 불이행
2013,원동기장치자전거,없음,안전운전 의무 불이행
2013,화물차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,없음,안전운전 의무 불이행
2013,이륜차,승용차,신호위반
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,이륜차,승용차,안전거리미확보
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,없음,안전운전 의무 불이행
2013,승용차,화물차,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,화물차,보행자,안전운전 의무 불이행
2013,화물차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,이륜차,화물차,안전운전 의무 불이행
2013,원동기장치자전거,건설기계,안전운전 의무 불이행
2013,이륜차,없음,안전운전 의무 불이행
2013,이륜차,보행자,신호위반
2013,승용차,승용차,중앙선침범
2013,승용차,화물차,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,승용차,중앙선침범
2013,승용차,보행자,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,화물차,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,원동기장치자전거,없음,안전운전 의무 불이행
2013,건설기계,보행자,보행자 보호의무 위반
2013,승합차,보행자,안전운전 의무 불이행
2013,승합차,승용차,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,승용차,중앙선침범
2013,원동기장치자전거,화물차,안전운전 의무 불이행
2013,화물차,보행자,안전거리미확보
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,승합차,안전거리미확보
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,자전거,승합차,안전운전 의무 불이행
2013,원동기장치자전거,승용차,신호위반
2013,승용차,없음,안전운전 의무 불이행
2013,이륜차,승합차,신호위반
2013,승용차,보행자,안전운전 의무 불이행
2013,건설기계,보행자,보행자 보호의무 위반
2013,화물차,보행자,안전운전 의무 불이행
2013,건설기계,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,화물차,이륜차,중앙선침범
2013,승용차,승용차,안전운전 의무 불이행
2013,화물차,이륜차,안전운전 의무 불이행
2013,승용차,보행자,과속
2013,승합차,보행자,신호위반
2013,승합차,화물차,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,화물차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,이륜차,없음,안전운전 의무 불이행
2013,승용차,보행자,신호위반
2013,화물차,보행자,안전운전 의무 불이행
2013,화물차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,이륜차,중앙선침범
2013,승용차,승합차,안전거리미확보
2013,승합차,보행자,신호위반
2013,승합차,자전거,신호위반
2013,승합차,보행자,보행자 보호의무 위반
2013,화물차,보행자,안전운전 의무 불이행
2013,불명,보행자,안전운전 의무 불이행
2013,화물차,보행자,안전운전 의무 불이행
2013,이륜차,승용차,안전거리미확보
2013,승용차,보행자,안전운전 의무 불이행
2013,자전거,없음,안전운전 의무 불이행
2013,자전거,승용차,안전운전 의무 불이행
2013,승용차,보행자,과속
2013,승용차,보행자,안전운전 의무 불이행
2013,자전거,없음,기타
2013,화물차,보행자,보행자 보호의무 위반
2013,원동기장치자전거,승용차,안전운전 의무 불이행
2013,원동기장치자전거,승용차,안전운전 의무 불이행
2013,원동기장치자전거,승합차,신호위반
2013,건설기계,보행자,안전운전 의무 불이행
2013,화물차,보행자,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승합차,보행자,신호위반
2013,승용차,보행자,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,승합차,과속
2013,승용차,보행자,안전운전 의무 불이행
2013,원동기장치자전거,승용차,중앙선침범
2013,승용차,승용차,안전운전 의무 불이행
2013,승합차,보행자,안전운전 의무 불이행
2013,승합차,보행자,보행자 보호의무 위반
2013,승합차,보행자,기타
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,이륜차,없음,안전운전 의무 불이행
2013,건설기계,자전거,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,이륜차,화물차,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,원동기장치자전거,과속
2013,화물차,보행자,안전운전 의무 불이행
2013,원동기장치자전거,보행자,안전운전 의무 불이행
2013,승용차,이륜차,안전운전 의무 불이행
2013,승용차,보행자,과속
2013,승합차,보행자,신호위반
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,이륜차,신호위반
2013,승용차,보행자,안전운전 의무 불이행
2013,화물차,보행자,안전운전 의무 불이행
2013,이륜차,보행자,신호위반
2013,승합차,보행자,안전운전 의무 불이행
2013,승용차,보행자,안전운전 의무 불이행
2013,승용차,이륜차,안전운전 의무 불이행
2013,승용차,승용차,안전운전 의무 불이행
2013,승용차,불명,안전거리미확보
2013,이륜차,보행자,신호위반
2013,승합차,보행자,안전운전 의무 불이행
